FT,newEvent,basicEvent,discard,same_as,family,quant1,quant2,quant3,quant4,quant5,method,truncate,support.lower,support.upper,degree.freedom,criteria,comments,addpercentiles,addp1,addq1,basicEventR,expertID
3,NA,FT3-013,FALSE,FT32126,constant,1,1,1,NA,NA,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT3013,Exp8
3,NA,FT3-013,FALSE,NA,beta,0.45,0.55,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT3013,Exp11
3,NA,FT3-013,FALSE,NA,beta,0.8,0.95,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3013 ,Exp13
3,NA,FT3-013-Ara,FALSE,NA,beta,0.001,0.05,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3013Ara,Exp2
3,NA,FT3-013-Ara,FALSE,NA,beta,0.3,0.99,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3013Ara,Exp14
3,NA,FT3-013-Col,FALSE,NA,beta,0.1,0.2,0.35,0.45,0.5,dec,0,NA,NA,NA,SS,,0,NA,NA,FT3013Col,Exp16
3,NA,FT3-013-Col,FALSE,NA,beta,0.2,0.8,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3013Col,Exp2
3,NA,FT3-013-Col,FALSE,NA,beta,0.5,0.99,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT3013Col,Exp14
3,NA,FT3-02000,FALSE,NA,beta,1e-7,0.5,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302000,Exp15
3,NA,FT3-02000,FALSE,NA,beta,1e-6,3e-4,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT302000,Exp8
3,NA,FT3-02000,TRUE,NA,beta,0.001,0.25,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302000,Exp17
3,NA,FT3-02000,TRUE,NA,beta,1e-9,1e-6,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302000,Exp17
3,NA,FT3-02000,FALSE,NA,beta,1e-9,1e-6,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302000,Exp17
3,NA,FT3-02000,FALSE,NA,beta,0.001,0.2,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302000,Exp14
3,NA,FT3-02000,FALSE,NA,beta,0.9,0.99,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302000 ,Exp13
3,NA,FT3-02000-Ara,FALSE,NA,beta,0.001,0.2,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302000Ara,Exp14
3,NA,FT3-02000-Col,FALSE,FT50000,beta,1e-7,1e-6,1e-4,0.001,0.005,dec,0,NA,NA,NA,SS,,0,NA,NA,FT302000Col,Exp16
3,NA,FT3-02000-Col,FALSE,NA,beta,0.005,0.1,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302000Col,Exp14
3,NA,FT3-02001,FALSE,NA,beta,1e-7,0.05,0.65,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302001,Exp15
3,NA,FT3-02001,TRUE,NA,beta,1e-9,1e-6,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302001,Exp17
3,NA,FT3-02001,FALSE,NA,beta,1e-9,1e-5,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302001,Exp17
3,NA,FT3-02001,FALSE,NA,beta,0.9,0.97,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302001 ,Exp13
3,NA,FT3-02000-Ara,FALSE,FT302000,beta,1e-6,3e-4,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT302000Ara,Exp8
3,NA,FT3-02000-Col,FALSE,FT302000,beta,1e-6,3e-4,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT302000Col,Exp8
3,NA,FT3-02001-Ara,FALSE,NA,beta,1e-10,0.001,0.99,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT302001Ara,Exp8
3,NA,FT3-02001-Ara,FALSE,NA,constant,0.5,0.5,0.5,0.5,0.5,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT302001Ara,Exp16
3,NA,FT3-02001-Ara,TRUE,NA,constant,1,1,1,NA,NA,constant,NA,NA,NA,NA,NA,NA,0,NA,NA,FT302001Ara,Exp6
3,NA,FT3-02001-Ara,FALSE,NA,beta,1e-4,0.1,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302001Ara,Exp14
3,NA,FT3-02001-Col,FALSE,NA,constant,1,1,1,NA,NA,constant,0,NA,NA,NA,SS,,0,0,NA,FT302001Col,Exp8
3,NA,FT3-02001-Col,FALSE,NA,constant,1,1,1,1,1,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT302001Col,Exp16
3,NA,FT3-02001-Col,TRUE,NA,constant,0,0,0,NA,NA,constant,NA,NA,NA,NA,NA,NA,0,NA,NA,FT302001Col,Exp6
3,NA,FT3-02001-Col,FALSE,NA,beta,0.3,0.99,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302001Col,Exp14
3,NA,FT3-02002,FALSE,NA,beta,0.001,0.05,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302002,Exp15
3,NA,FT3-02002,FALSE,NA,beta,0.001,0.02,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT302002,Exp8
3,NA,FT3-02002,FALSE,NA,beta,1e-4,0.001,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302002,Exp1
3,NA,FT3-02002,TRUE,NA,lognormal,1e-10,1e-5,0.8,NA,NA,lbubc,1,0,1,NA,SS,"lognorm trun 0,1",0,NA,NA,FT302002,Exp5
3,NA,FT3-02002,FALSE,NA,beta,1e-10,1e-5,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,"lognorm trun 0,1",0,NA,NA,FT302002,Exp5
3,NA,FT3-02002,TRUE,NA,beta,1e-9,1e-5,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302002,Exp17
3,NA,FT3-02002,TRUE,NA,beta,1e-9,0.01,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302002,Exp17
3,NA,FT3-02002,TRUE,NA,beta,1e-9,0.001,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302002,Exp17
3,NA,FT3-02002,FALSE,NA,beta,1e-9,0.001,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302002,Exp17
3,NA,FT3-02002,FALSE,NA,beta,1e-4,0.01,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302002 ,Exp13
3,NA,FT3-02002-Ara,FALSE,NA,constant,1e-4,1e-4,1e-4,1e-4,1e-4,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT302002Ara,Exp16
3,NA,FT3-02002-Ara,FALSE,NA,beta,1e-6,0.001,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302002Ara,Exp14
3,NA,FT3-02002-Col,FALSE,NA,beta,0.05,0.1,0.15,0.3,0.35,dec,0,NA,NA,NA,SS,,0,NA,NA,FT302002Col,Exp16
3,NA,FT3-02002-Col,FALSE,NA,beta,1e-6,0.001,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302002Col,Exp14
3,NA,FT3-02010,FALSE,NA,beta,1e-7,0.02,0.65,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302010,Exp15
3,NA,FT3-02010,TRUE,NA,beta,1e-9,0.001,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302010,Exp17
3,NA,FT3-02010,FALSE,NA,beta,0.01,0.9,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302010,Exp17
3,NA,FT3-02010,FALSE,NA,beta,0.8,0.95,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302010 ,Exp13
3,NA,FT3-02010-Ara,FALSE,FT302001_Col,constant,1,1,1,NA,NA,constant,0,NA,NA,NA,SS,,0,0,NA,FT302010Ara,Exp8
3,NA,FT3-02010-Ara,FALSE,NA,beta,0.2,0.3,0.5,0.6,0.7,tert,0,NA,NA,NA,SS,,0,NA,NA,FT302010Ara,Exp16
3,NA,FT3-02010-Col,FALSE,NA,beta,0.7,0.99,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302010Col,Exp14
3,NA,FT3-02010-Col,FALSE,FT302001_Col,constant,1,1,1,NA,NA,constant,0,NA,NA,NA,SS,,0,0,NA,FT302010Col,Exp8
3,NA,FT3-02010-Ara,FALSE,NA,beta,0.9,0.99,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302010Ara,Exp14
3,NA,FT3-02011,FALSE,NA,beta,1e-5,0.05,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302011,Exp15
3,NA,FT3-02011,FALSE,FT3-02010,beta,0.01,0.9,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302011,Exp17
3,NA,FT3-02011,FALSE,NA,beta,1e-4,0.001,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302011 ,Exp13
3,NA,FT3-02011-Ara,FALSE,NA,beta,1e-5,1e-4,5e-4,0.001,0.01,dec_nm,0,NA,NA,NA,SS,,0,NA,NA,FT302011Ara,Exp16
3,NA,FT3-02011-Ara,FALSE,NA,beta,1e-4,0.1,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302011Ara,Exp14
3,NA,FT3-02011-Col,FALSE,NA,beta,1e-4,0.1,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302011Col,Exp14
3,NA,FT3-0210000,FALSE,NA,beta,1e-4,0.03,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT30210000,Exp15
3,NA,FT3-02011,FALSE,FT302002,beta,0.001,0.02,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT302011,Exp8
3,NA,FT3-0210000-Austin1,FALSE,NA,beta,0.1,0.9,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT30210000Austin1,Exp8
3,NA,FT3-0210000,TRUE,NA,beta,0.01,0.9,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT30210000,Exp17
3,NA,FT3-0210000,TRUE,NA,beta,1e-5,0.1,0.85,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT30210000,Exp17
3,NA,FT3-0210000,TRUE,NA,beta,1e-5,0.1,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT30210000,Exp17
3,NA,FT3-0210000,TRUE,NA,beta,1e-5,0.1,0.851,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT30210000,Exp17
3,NA,FT3-0210000,TRUE,NA,beta,1e-9,0.1,0.851,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT30210000,Exp17
3,NA,FT3-0210000,TRUE,NA,beta,1e-9,0.1,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT30210000,Exp17
3,NA,FT3-0210000,TRUE,NA,beta,1e-9,0.1,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT30210000,Exp17
3,NA,FT3-0210000,TRUE,NA,beta,1e-9,0.1,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT30210000,Exp17
3,NA,FT3-0210000,FALSE,NA,beta,1e-9,0.1,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT30210000,Exp17
3,NA,FT3-0210000,FALSE,NA,beta,1e-6,1e-5,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok -- this replaces yesterdays elicitation!,0,NA,NA,FT30210000,Exp13
3,NA,FT3-0210000,FALSE,NA,beta,0.001,0.5,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT30210000,Exp14
3,NA,FT3-0210001,FALSE,NA,beta,1e-5,0.001,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,OK THIS REPLACES EARLIER ELICICATION,0,NA,NA,FT30210001,Exp15
3,NA,FT3-0210001,FALSE,NA,beta,1e-4,0.01,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT30210001,Exp19
3,NA,FT3-0210001,FALSE,NA,beta,1e-7,1e-6,1.5e-6,2e-6,1e-5,dec_nm,0,NA,NA,NA,SS,,0,NA,NA,FT30210001,Exp20
3,NA,FT3-0210001,TRUE,NA,lognormal,1e-9,0.1,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT30210001,Exp17
3,NA,FT3-0210001,FALSE,NA,beta,1e-12,1e-8,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT30210001,Exp17
3,NA,FT3-0210001,FALSE,NA,beta,1e-6,1e-5,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok - this replaces yesterdays elicitation!,0,NA,NA,FT30210001,Exp13
3,NA,FT3-0210001,FALSE,NA,beta,1e-9,1e-6,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT30210001,Exp14
3,NA,FT3-0210001-Austin2,FALSE,NA,beta,1e-10,1e-8,0.99,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT30210001Austin2,Exp8
3,NA,FT3-0210001-Austin3,FALSE,NA,beta,1e-7,1e-5,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT30210001Austin3,Exp8
3,NA,FT3-021001,FALSE,NA,beta,1e-9,1e-5,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3021001,Exp15
3,NA,FT3-021001-Austin1,TRUE,NA,beta,1e-10,1e-6,0.99,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT3021001Austin1,Exp8
3,NA,FT3-021001-Austin1,FALSE,NA,beta,1e-10,1e-6,0.98,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT3021001Austin1,Exp8
3,NA,FT3-021001,FALSE,FT3021010,lognormal,1e-13,1e-11,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT3021001,Exp19
3,NA,FT3-021001,FALSE,NA,beta,5e-9,1e-8,2e-8,5e-8,5e-7,tert,0,NA,NA,NA,SS,,0,NA,NA,FT3021001,Exp20
3,NA,FT3-021001,FALSE,FT3112001,beta,1e-6,0.1,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT3021001,Exp21
3,NA,FT3-021001,FALSE,NA,beta,1e-8,1e-5,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3021001,Exp14
3,NA,FT3-021001,FALSE,NA,beta,1e-4,0.01,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3021001 ,Exp13
3,NA,FT3-021001-Austin3,FALSE,FT3021001_Austin1,beta,1e-10,1e-6,0.98,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT3021001Austin3,Exp8
3,NA,FT3-021002,TRUE,NA,beta,0.1,0.8,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,"OK, THIS REPLACES YESTERDAYS ELICITATION ",0,NA,NA,FT3021002,Exp15
3,NA,FT3-021002,FALSE,NA,beta,0.2,0.9,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,Amended following feedback report,0,NA,NA,FT3021002,Exp15
3,NA,FT3-021002-Austin1,FALSE,NA,beta,0.1,0.3,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT3021002Austin1,Exp8
3,NA,FT3-021002,FALSE,NA,beta,0.8,0.95,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT3021002,Exp19
3,NA,FT3-021002,FALSE,NA,beta,0.3,0.5,0.7,0.8,0.9,tert,0,NA,NA,NA,SS,,0,NA,NA,FT3021002,Exp20
3,NA,FT3-021002,FALSE,FT5102,beta,0.9,0.95,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3021002,Exp6
3,NA,FT3-021001,FALSE,FT30210001,beta,1e-12,1e-8,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT3021001,Exp17
3,NA,FT3-021002,TRUE,NA,beta,1e-12,1e-8,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT3021002,Exp17
3,NA,FT3-021002,TRUE,NA,beta,0.1,0.9,0.86,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT3021002,Exp17
3,NA,FT3-021002,FALSE,NA,beta,0.25,0.9,0.86,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT3021002,Exp17
3,NA,FT3-021002,FALSE,FT5102,beta,0.3,0.7,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT3021002,Exp21
3,NA,FT3-021002,FALSE,NA,beta,0.8,0.99,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3021002,Exp14
3,NA,FT3-021002,FALSE,NA,beta,1e-5,0.001,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3021002 ,Exp13
3,NA,FT3-021002-Austin2,FALSE,NA,beta,0.5,0.99,0.99,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT3021002Austin2,Exp8
3,NA,FT3-021002-Austin3,FALSE,FT3021002_Austin1,beta,0.1,0.3,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT3021002Austin3,Exp8
3,NA,FT3-021003,FALSE,FT3021012,beta,0.05,0.2,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT3021003,Exp19
3,NA,FT3-021003-Austin1-Ara,FALSE,NA,constant,0.5,0.5,0.5,NA,NA,constant,0,NA,NA,NA,SS,,0,0,NA,FT3021003Austin1Ara,Exp8
3,NA,FT3-021003-Austin1-Col,FALSE,NA,constant,1,1,1,NA,NA,constant,0,NA,NA,NA,SS,,0,0,NA,FT3021003Austin1Col,Exp8
3,NA,FT3-0210040-Austin1,TRUE,NA,beta,1e-6,0.1,0.99,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT30210040Austin1,Exp8
3,NA,FT3-0210040-Austin1,TRUE,NA,gamma,1e-6,0.1,0.99,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT30210040Austin1,Exp8
3,NA,FT3-0210040-Austin1,TRUE,NA,lognormal,1e-6,0.1,0.99,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT30210040Austin1,Exp8
3,NA,FT3-0210040-Austin1,TRUE,NA,lognormal,1e-6,0.1,0.98,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT30210040Austin1,Exp8
3,NA,FT3-0210040-Austin1,FALSE,NA,lognormal,1e-6,0.1,0.999,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT30210040Austin1,Exp8
3,NA,FT3-0210040a,FALSE,NA,beta,1e-5,0.3,0.65,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT30210040a,Exp15
3,NA,FT3-0210040a,TRUE,NA,beta,0.25,0.9,0.86,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT30210040a,Exp17
3,NA,FT3-0210040a,FALSE,NA,beta,0.3,0.7,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT30210040a,Exp17
3,NA,FT3-0210040a,FALSE,FT51031a,beta,0.4,0.8,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT30210040a,Exp21
3,NA,FT3-0210040a,FALSE,NA,beta,1e-5,0.1,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT30210040a,Exp14
3,NA,FT3-0210040a,FALSE,NA,beta,0.9,0.99,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT30210040a,Exp13
3,NA,FT3-0210040b,FALSE,NA,beta,1e-5,0.001,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT30210040b,Exp15
3,NA,FT3-0210040-Austin2,FALSE,NA,constant,1,1,1,NA,NA,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT30210040Austin2,Exp8
3,NA,FT3-0210040b,TRUE,NA,beta,0.3,0.7,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT30210040b,Exp17
3,NA,FT3-0210040b,FALSE,NA,beta,1e-9,1e-6,0.86,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT30210040b,Exp17
3,NA,FT3-0210040b,FALSE,FT51031b,beta,0.01,0.1,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT30210040b,Exp21
3,NA,FT3-0210040b,FALSE,NA,beta,1e-9,1e-6,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT30210040b,Exp14
3,NA,FT3-0210040b,FALSE,NA,beta,1e-5,0.001,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT30210040b,Exp13
3,NA,FT3-0210040-Austin3,FALSE,NA,beta,0.01,0.5,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT30210040Austin3,Exp8
3,NA,FT3-0210041-Austin1,FALSE,NA,beta,0.4,0.8,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT30210041Austin1,Exp8
3,NA,FT3-02100410,TRUE,NA,beta,1e-4,0.01,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302100410,Exp15
3,NA,FT3-02100410,FALSE,NA,beta,0.01,0.2,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,Amended following feedback report,0,NA,NA,FT302100410,Exp15
3,NA,FT3-02100410,FALSE,NA,beta,0.1,0.15,0.2,0.25,0.4,tert,0,NA,NA,NA,SS,,0,NA,NA,FT302100410,Exp20
3,NA,FT3-02100410,TRUE,NA,beta,1e-9,1e-6,0.86,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302100410,Exp17
3,NA,FT3-02100410,FALSE,NA,beta,1e-6,0.001,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302100410,Exp17
3,NA,FT3-02100410,FALSE,FT311200310,beta,0.01,0.2,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT302100410,Exp21
3,NA,FT3-02100410,FALSE,NA,beta,0.01,0.6,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302100410,Exp14
3,NA,FT3-02100411,TRUE,NA,beta,0.001,0.3,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302100411,Exp15
3,NA,FT3-02100411,FALSE,NA,beta,0.1,0.8,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,Amended following feedback report,0,NA,NA,FT302100411,Exp15
3,NA,FT3-02100411,FALSE,NA,beta,0.6,0.8,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302100411,Exp19
3,NA,FT3-02100411,FALSE,NA,beta,0.3,0.5,0.6,0.7,0.8,tert,0,NA,NA,NA,SS,,0,NA,NA,FT302100411,Exp20
3,NA,FT3-02100411,TRUE,NA,beta,1e-6,0.001,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302100411,Exp17
3,NA,FT3-02100411,TRUE,NA,beta,0.5,0.9,0.851,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302100411,Exp17
3,NA,FT3-02100411,TRUE,NA,beta,0.5,0.9,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302100411,Exp17
3,NA,FT3-02100411,FALSE,NA,beta,0.5,0.9,0.951,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302100411,Exp17
3,NA,FT3-02100411,FALSE,FT311200311,beta,0.5,0.95,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT302100411,Exp21
3,NA,FT3-02100411,FALSE,NA,beta,0.05,0.8,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302100411,Exp14
3,NA,FT3-02100411,FALSE,NA,beta,0.75,0.85,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302100411 ,Exp13
3,NA,FT3-02100412,TRUE,NA,beta,1e-4,0.05,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302100412,Exp15
3,NA,FT3-02100412,FALSE,NA,beta,0.01,0.5,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,Amended following feedback report,0,NA,NA,FT302100412,Exp15
3,NA,FT3-02100412,TRUE,NA,beta,0.5,0.9,0.951,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302100412,Exp17
3,NA,FT3-02100412,TRUE,NA,beta,0.5,0.8,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302100412,Exp17
3,NA,FT3-02100412,FALSE,NA,beta,0.6,0.9,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT302100412,Exp17
3,NA,FT3-02100412,FALSE,FT510302,beta,0.001,0.1,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT302100412,Exp21
3,NA,FT3-02100412,FALSE,NA,beta,0.6,0.99,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302100412,Exp14
3,NA,FT3-02100412,FALSE,NA,beta,0.25,0.75,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT302100412 ,Exp13
3,NA,FT3-0210041-Austin2,FALSE,NA,constant,1,1,1,NA,NA,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT30210041Austin2,Exp8
3,NA,FT3-021010,FALSE,NA,beta,1e-9,1e-5,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT3021010,Exp15
3,NA,FT3-0210041-Austin3,FALSE,FT30210041_Austin1,beta,0.4,0.8,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT30210041Austin3,Exp8
3,NA,FT3-021010,FALSE,NA,beta,1e-9,1e-5,0.98,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT3021010,Exp8
3,NA,FT3-021010,FALSE,NA,lognormal,1e-13,1e-11,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT3021010,Exp19
3,NA,FT3-021010,FALSE,NA,beta,2.5e-8,5e-8,1e-7,2.5e-7,2.5e-6,tert,0,NA,NA,NA,SS,,0,NA,NA,FT3021010,Exp20
